brand,model,type,mp,optical_zoom,digital_zoom,screen_size,price,matches
samsung,sl620,point & shoot,12.2,5.0,,3.0,,"{'www.ebay.com//59040', 'www.ebay.com//57132', 'www.ebay.com//58893', 'www.ebay.com//47025', 'www.ebay.com//57956'}"
samsung,st 72,point & shoot,16.2,5.0,,3.0,,{'www.ebay.com//46465'}
samsung,st100,point & shoot,14.2,5.0,,3.5,,"{'www.ebay.com//45216', 'www.ebay.com//47785'}"
samsung,st1000,NULL,,,,,,{'www.priceme.co.nz//2212'}
samsung,st150f,point & shoot,16.2,5.0,,3.0,,"{'www.ebay.com//46430', 'www.ebay.com//54911', 'www.ebay.com//53205', 'www.ebay.com//47961', 'www.ebay.com//48032', 'www.ebay.com//55825', 'www.ebay.com//56700', 'www.ebay.com//58339', 'www.ebay.com//54790', 'www.ebay.com//46047', 'www.ebay.com//44395', 'www.ebay.com//42431', 'www.priceme.co.nz//1857', 'www.ebay.com//47627', 'www.ebay.com//47054', 'www.ebay.com//53575', 'www.ebay.com//24521', 'www.ebay.com//46308', 'www.ebay.com//58995'}"
samsung,st200,NULL,,,5.0,,,{'www.shopmania.in//1477'}
samsung,st200f,NULL,,10.0,,,,"{'www.buzzillions.com//941', 'cammarkt.com//424', 'www.pricedekho.com//1082'}"
samsung,st30,NULL,,,,,,"{'www.pricedekho.com//980', 'www.price-hunt.com//9891', 'www.pricedekho.com//747'}"
samsung,st5500,NULL,,,5.0,,,"{'www.priceme.co.nz//1696', 'www.shopmania.in//1492'}"
samsung,st600,NULL,14.2,5.0,,,265.36,"{'www.buzzillions.com//1846', 'www.ebay.com//42965', 'www.camerafarm.com.au//761', 'www.ebay.com//55220', 'www.ebay.com//24960', 'www.shopmania.in//1718'}"
samsung,st65,point & shoot,14.2,5.0,,2.7,96.2,"{'www.shopmania.in//1664', 'www.ebay.com//44699', 'www.ebay.com//24215', 'www.buzzillions.com//860', 'www.ebay.com//54768', 'www.ebay.com//46208', 'www.buzzillions.com//859', 'www.ebay.com//45240', 'www.pricedekho.com//1065', 'www.ebay.com//54380'}"
samsung,st6500,NULL,,25.0,5.0,3.0,170.68,"{'www.shopmania.in//1119', 'www.pricedekho.com//1234'}"
samsung,st66,point & shoot,16.1,5.0,,2.7,,"{'www.price-hunt.com//855', 'www.ebay.com//60728', 'www.ebay.com//59540', 'www.ebay.com//47701'}"
samsung,st70,NULL,,,,2.7,,"{'www.pricedekho.com//1262', 'www.ebay.com//45879', 'www.shopmania.in//692'}"
samsung,st72,point & shoot,16.2,5.0,,3.0,80.61,"{'www.shopmania.in//1170', 'www.ebay.com//59754', 'www.ebay.com//53477', 'www.ebay.com//54782', 'www.ebay.com//45353', 'www.ebay.com//56695', 'www.pricedekho.com//1028', 'buy.net//6589', 'www.ebay.com//53716', 'www.ebay.com//42959', 'www.ebay.com//55923', 'www.ebay.com//48955', 'www.mypriceindia.com//726', 'buy.net//6125', 'www.ebay.com//54416', 'www.ebay.com//52665', 'www.shopbot.com.au//1646', 'www.walmart.com//680', 'www.ebay.com//57833', 'www.ebay.com//43626', 'www.ebay.com//53685'}"
samsung,st76,point & shoot,16.1,5.0,,2.7,,"{'www.ebay.com//59368', 'www.ebay.com//55467'}"
samsung,st80,NULL,,3.0,5.0,,187.52,"{'www.buzzillions.com//2261', 'www.shopmania.in//1159'}"
samsung,st90,NULL,,,5.0,,123.21,"{'www.pricedekho.com//1040', 'www.shopmania.in//1050', 'www.price-hunt.com//865', 'www.buzzillions.com//2839'}"
samsung,st95,NULL,16.0,5.0,5.0,,,"{'www.buzzillions.com//2568', 'www.buzzillions.com//2800'}"
samsung,t24c550nd,NULL,,,,,,"{'www.ebay.com//57328', 'www.ebay.com//57316'}"
samsung,t28d310nh,NULL,,,,28.0,,{'www.ebay.com//57364'}
samsung,t28d310nh,NULL,,,,28.0,,{'www.ebay.com//57484'}
samsung,tl 225,digital slr,12.2,4.0,,,,{'www.ebay.com//53945'}
samsung,tl100,point & shoot,12.2,3.0,,2.7,,"{'www.ebay.com//55154', 'www.ebay.com//56579', 'www.ebay.com//59385', 'www.ebay.com//60368', 'www.ebay.com//47355', 'www.ebay.com//55894', 'www.ebay.com//59232', 'www.ebay.com//52941'}"
samsung,tl105,point & shoot,12.2,4.0,,2.7,,"{'www.ebay.com//58930', 'www.ebay.com//60355', 'www.ebay.com//46254'}"
samsung,tl110,NULL,14.0,5.0,5.0,,,"{'www.buzzillions.com//2461', 'www.buzzillions.com//2967'}"
samsung,tl205,point & shoot,12.2,3.0,,2.7,124.19,"{'www.ebay.com//54848', 'www.ebay.com//47760', 'www.ebay.com//47670', 'www.gosale.com//1402', 'www.ebay.com//47489', 'www.buzzillions.com//2110', 'www.ebay.com//53990', 'www.ebay.com//48733', 'www.ebay.com//43246'}"
samsung,tl210,point & shoot,12.4,5.0,,3.0,,"{'www.ebay.com//54861', 'www.buzzillions.com//2776', 'www.ebay.com//24833', 'www.ebay.com//24585'}"
samsung,tl220,point & shoot,12.2,4.6,,3.0,,"{'www.ebay.com//59673', 'www.ebay.com//43041', 'www.ebay.com//59244', 'www.ebay.com//55090', 'www.ebay.com//42696', 'www.ebay.com//44703', 'www.ebay.com//44002', 'www.ebay.com//53730'}"
samsung,tl225,point & shoot,12.2,4.6,,3.5,,"{'www.ebay.com//47456', 'www.ebay.com//57994', 'www.buzzillions.com//2728'}"
samsung,tl240,NULL,14.0,7.0,4.0,,,"{'www.ebay.com//58990', 'www.buzzillions.com//2828', 'www.buzzillions.com//1902'}"
samsung,tl320,NULL,12.0,5.0,5.0,3.0,,"{'www.ebay.com//45332', 'www.buzzillions.com//2320'}"
samsung,tl350,NULL,10.0,5.0,4.0,,,{'www.buzzillions.com//2287'}
samsung,tl500,point & shoot,10.0,,,,309.81,"{'www.ebay.com//54435', 'www.gosale.com//1034', 'www.ebay.com//59533', 'www.buzzillions.com//2350'}"
samsung,un32eh5300,NULL,,,,32.0,,"{'www.ebay.com//57770', 'www.ebay.com//58532'}"
samsung,un32eh5300,NULL,,,,32.0,,{'www.ebay.com//58112'}
samsung,un48h5500,NULL,,,,48.0,,"{'www.ebay.com//58394', 'www.ebay.com//57647'}"
samsung,un55h6350,NULL,,,,55.0,,"{'www.ebay.com//58513', 'www.ebay.com//57603', 'www.ebay.com//57912'}"
samsung,wb 14,point & shoot,14.2,18.0,,3.0,,{'www.ebay.com//47354'}
samsung,wb 350f,compact,16.3,21.0,5.0,,,{'www.ilgs.net//40'}
samsung,wb100,point & shoot,16.2,26.0,,3.0,,"{'www.ebay.com//47976', 'www.ebay.com//24616', 'www.pricedekho.com//1265', 'www.ebay.com//42483', 'www.ebay.com//60826', 'www.ebay.com//54949', 'www.price-hunt.com//9862', 'www.ebay.com//47340', 'www.ebay.com//44914'}"
samsung,wb110,point & shoot,20.2,26.0,,3.0,,"{'www.ebay.com//42691', 'www.ebay.com//55386', 'www.ebay.com//46808'}"
samsung,wb1100,NULL,16.2,35.0,2.0,,286.33,"{'www.walmart.com//771', 'www.shopmania.in//1305'}"
samsung,wb1100f,point & shoot,16.2,35.0,,,,"{'www.ebay.com//48390', 'www.ebay.com//53794', 'www.ebay.com//24511', 'www.walmart.com//686', 'www.henrys.com//241', 'www.wexphotographic.com//569', 'www.ebay.com//57865', 'www.priceme.co.nz//2115', 'www.ebay.com//45785', 'www.ebay.com//24244'}"
samsung,wb150,NULL,,,,,1.9,"{'www.alibaba.com//28410', 'www.shopmania.in//1536', 'www.ebay.com//44357'}"
samsung,wb150f,point & shoot,14.2,18.0,,3.0,,"{'www.ebay.com//43521', 'www.ebay.com//56857', 'www.ebay.com//44090', 'www.pricedekho.com//959', 'www.gosale.com//424', 'www.ebay.com//53434', 'www.ebay.com//56641', 'www.ebay.com//48454', 'www.ebay.com//58877', 'www.ebay.com//48102', 'www.mypriceindia.com//195', 'www.ebay.com//58812', 'www.ebay.com//53408', 'www.ebay.com//53864', 'www.ebay.com//45724', 'www.ebay.com//56993', 'www.ebay.com//45344', 'www.ebay.com//56431', 'www.ebay.com//54840', 'www.ebay.com//55271', 'www.priceme.co.nz//2339', 'www.ebay.com//58179'}"
samsung,wb200,NULL,14.2,18.0,,,,"{'www.walmart.com//678', 'www.walmart.com//683'}"
samsung,wb200f,NULL,14.2,18.0,,3.0,159.84,"{'www.ebay.com//53939', 'www.ebay.com//55840', 'www.ebay.com//46866', 'www.pricedekho.com//1007', 'www.mypriceindia.com//123', 'www.shopmania.in//1214'}"
samsung,wb210,NULL,14.0,12.0,5.0,,,"{'www.priceme.co.nz//1846', 'www.buzzillions.com//2472', 'www.buzzillions.com//2185'}"
samsung,wb2100f,point & shoot / zoom camera,16.2,,,,,{'www.pcconnection.com//4431'}
samsung,wb2200,NULL,,,,,,{'www.priceme.co.nz//8'}
samsung,wb2200f,NULL,16.4,,,,310.49,"{'www.gosale.com//894', 'buy.net//6032', 'www.shopbot.com.au//1610', 'www.henrys.com//194', 'www.wexphotographic.com//555', 'www.ebay.com//52677'}"
samsung,wb250f,point & shoot,14.2,18.0,,3.0,180.42,"{'www.ebay.com//44710', 'www.ebay.com//44469', 'www.ebay.com//55956', 'www.henrys.com//162', 'www.gosale.com//1487', 'www.ebay.com//25193', 'www.ebay.com//46752', 'www.shopmania.in//1035', 'www.ebay.com//57549', 'www.ebay.com//48314', 'www.ebay.com//55411', 'www.ebay.com//47520', 'www.mypriceindia.com//154', 'www.ebay.com//59558', 'www.shopbot.com.au//1369', 'www.ebay.com//46629', 'www.ebay.com//52772', 'www.ebay.com//53656', 'www.priceme.co.nz//19', 'www.ebay.com//24982', 'www.ebay.com//47040', 'www.ebay.com//55108'}"
samsung,wb30f,point & shoot,16.2,10.0,,3.0,123.71,"{'www.ebay.com//24692', 'buy.net//6174', 'www.ebay.com//42278', 'www.ebay.com//23901', 'www.ebay.com//56658', 'www.ebay.com//45832', 'www.ebay.com//25064', 'www.ebay.com//55395', 'www.ebay.com//57162', 'www.ebay.com//43798', 'www.ebay.com//47811', 'www.ebay.com//60091', 'www.mypriceindia.com//751', 'www.ebay.com//56660', 'www.pricedekho.com//1272', 'www.priceme.co.nz//2020', 'buy.net//5964', 'www.ebay.com//46599', 'www.shopmania.in//912'}"
samsung,wb350,point & shoot,16.2,21.0,,3.0,,"{'www.ebay.com//48515', 'www.ebay.com//46246'}"
samsung,wb350f,NULL,16.3,21.0,,,238.94,"{'www.ebay.com//45249', 'www.walmart.com//681', 'www.eglobalcentral.co.uk//630', 'www.ebay.com//45295', 'www.wexphotographic.com//550', 'www.ebay.com//57255', 'buy.net//6071', 'www.walmart.com//798', 'www.pricedekho.com//1109', 'www.walmart.com//710', 'www.priceme.co.nz//2128', 'www.ebay.com//54340', 'www.ebay.com//46190', 'www.ebay.com//45591', 'www.ebay.com//55247', 'buy.net//6241', 'www.ukdigitalcameras.co.uk//217', 'buy.net//6546', 'www.wexphotographic.com//602', 'www.shopmania.in//1610', 'www.mypriceindia.com//174', 'www.ebay.com//54370', 'www.henrys.com//199', 'www.ebay.com//57043', 'www.walmart.com//696', 'www.pricedekho.com//975', 'www.ukdigitalcameras.co.uk//39', 'www.eglobalcentral.co.uk//212', 'www.ebay.com//59812', 'www.henrys.com//206', 'www.ukdigitalcameras.co.uk//45', 'www.henrys.com//240', 'www.ebay.com//54206', 'www.walmart.com//689', 'buy.net//6764', 'www.pricedekho.com//1132', 'www.eglobalcentral.co.uk//609', 'www.ebay.com//56559', 'www.wexphotographic.com//626', 'buy.net//5725'}"
samsung,wb350f,NULL,,,,,,{'www.ebay.com//59782'}
samsung,wb35f,point & shoot,16.2,12.0,,3.0,,"{'www.pricedekho.com//1239', 'www.ebay.com//58828', 'www.ebay.com//55096', 'www.ebay.com//46048', 'www.ebay.com//60361', 'www.wexphotographic.com//552', 'www.walmart.com//616', 'www.walmart.com//649', 'www.ebay.com//45925', 'www.ebay.com//44950', 'www.wexphotographic.com//566', 'www.ebay.com//46028', 'buy.net//6167', 'www.ebay.com//24180', 'buy.net//6147', 'www.ebay.com//42346', 'www.walmart.com//777', 'www.ebay.com//47824', 'www.ebay.com//60701', 'www.ebay.com//55499', 'www.priceme.co.nz//1915', 'www.ebay.com//24568', 'www.ebay.com//43159', 'www.walmart.com//811', 'www.ebay.com//44727', 'www.pricedekho.com//1092'}"
samsung,wb50f,NULL,16.2,12.0,,3.0,,"{'www.wexphotographic.com//573', 'www.ebay.com//24443', 'www.wexphotographic.com//616', 'www.henrys.com//220', 'www.pricedekho.com//1251', 'www.pricedekho.com//1015'}"
samsung,wb600,NULL,,,,,190.1,"{'www.price-hunt.com//9819', 'www.shopmania.in//1052', 'www.priceme.co.nz//2391'}"
samsung,wb650,NULL,,,5.0,3.0,,"{'www.shopmania.in//1523', 'www.pricedekho.com//728'}"
samsung,wb700,NULL,,18.0,4.0,3.0,202.84,"{'www.shopmania.in//1197', 'www.pricedekho.com//1140'}"
samsung,wb750,point-and-shoot,12.5,,,,,{'www.gosale.com//861'}
samsung,wb800f,point & shoot,16.3,,,,,"{'www.ebay.com//57983', 'www.ebay.com//54033', 'www.ebay.com//59284', 'buy.net//6286', 'www.priceme.co.nz//1837', 'www.shopbot.com.au//1596'}"
samsung,wb850f,point & shoot,16.2,21.0,,3.0,,"{'www.ebay.com//42774', 'www.buzzillions.com//1931', 'www.priceme.co.nz//2238', 'www.ebay.com//52782', 'www.ebay.com//44352'}"
sanyo,dp42849,NULL,,,,42.0,,{'www.ebay.com//58083'}
sanyo,e1075,point & shoot,10.0,3.0,,2.7,,"{'www.ebay.com//52722', 'www.ebay.com//57794'}"
sanyo,e1090,point & shoot,10.0,3.0,,2.7,,"{'www.ebay.com//56159', 'www.ebay.com//59123'}"
sanyo,e1500tp,point & shoot,14.0,4.0,,3.0,,"{'www.ebay.com//60630', 'www.ebay.com//58962', 'www.ebay.com//58991'}"
sanyo,e1600tp,point & shoot,14.0,5.0,,3.0,,{'www.ebay.com//46095'}
sanyo,e2100,point & shoot,14.0,21.0,,3.0,,"{'www.ebay.com//42918', 'www.ebay.com//56986'}"
sanyo,e760,point & shoot,7.1,3.0,,2.5,,{'www.ebay.com//55248'}
sanyo,e890,NULL,8.0,3.0,,2.7,,"{'www.ebay.com//44260', 'www.ebay.com//55413'}"
sanyo,hd2,point & shoot,7.1,10.0,,,,{'www.ebay.com//56372'}
sanyo,NULL,point & shoot,5.0,3.0,,2.4,,{'www.ebay.com//42146'}
sanyo,NULL,underwater,9.0,,,,,{'www.ebay.com//44120'}
sanyo,NULL,digital,,,,,,{'www.ebay.com//44157'}
sanyo,NULL,NULL,1.2,3.0,,2.0,,"{'www.ebay.com//46560', 'www.ebay.com//56766'}"
sanyo,s 1275,point & shoot,12.0,3.0,,2.7,,"{'www.ebay.com//55315', 'www.ebay.com//55196'}"
sanyo,s1070,point & shoot,10.0,3.0,,2.4,,{'www.ebay.com//46312'}
sanyo,s1085,point & shoot,10.0,3.0,,2.7,,"{'www.ebay.com//53488', 'www.ebay.com//58581', 'www.ebay.com//46031'}"
sanyo,s1285,point & shoot,12.0,3.0,,2.7,,"{'www.ebay.com//45922', 'www.ebay.com//53046'}"
sanyo,s1415,point & shoot,14.0,5.0,,3.0,,"{'www.ebay.com//42175', 'www.ebay.com//53143', 'www.ebay.com//43586'}"
sanyo,s500,point & shoot,5.0,3.0,,2.4,,"{'www.ebay.com//53078', 'www.ebay.com//54049'}"
sanyo,s750,point & shoot,7.1,3.0,,2.4,,{'www.ebay.com//56028'}
sanyo,s770,point & shoot,7.1,3.0,,2.4,,"{'www.ebay.com//56545', 'www.ebay.com//53797'}"
sanyo,t1495,point & shoot,14.0,5.0,,2.7,,"{'www.ebay.com//45990', 'www.ebay.com//58443'}"
sanyo,t1496,point & shoot,14.0,5.0,,3.0,,{'www.ebay.com//46622'}
sanyo,t850,compact,8.1,3.0,,,,{'www.ebay.com//48531'}
sanyo,x1200,point & shoot,12.0,3.0,4.0,2.7,,"{'www.ebay.com//57045', 'www.ebay.com//24134'}"
sanyo,x1250,NULL,,,,,,"{'www.ebay.com//53305', 'www.ebay.com//60043', 'www.ebay.com//56890'}"
sanyo,x1400,point & shoot,14.0,4.0,,3.0,,"{'www.ebay.com//53320', 'www.ebay.com//45432'}"
sekonic,l-208,NULL,,,,,,{'www.eglobalcentral.co.uk//14'}
sekonic,l-308,NULL,,,,,,{'www.eglobalcentral.co.uk//268'}
sekonic,l-308dc,NULL,,,,,,{'www.eglobalcentral.co.uk//714'}
sekonic,l-398a,NULL,,,,,,{'www.eglobalcentral.co.uk//306'}
sekonic,l-478d,NULL,,,,,,{'www.eglobalcentral.co.uk//217'}
sekonic,l-478dr,NULL,,,,,,{'www.eglobalcentral.co.uk//597'}
sekonic,l-758,NULL,,,,,,{'www.eglobalcentral.co.uk//69'}
sekonic,l-758d,NULL,,,,,,{'www.eglobalcentral.co.uk//357'}
sekonic,l-758dr,NULL,,,,,,{'www.eglobalcentral.co.uk//81'}
sigma,1.4x,NULL,,,,,,"{'www.eglobalcentral.co.uk//313', 'www.eglobalcentral.co.uk//499'}"
sigma,dp-2s,NULL,14.0,,,2.5,,"{'www.ebay.com//46669', 'www.buzzillions.com//2884'}"
sigma,dp1,NULL,14.0,1.0,,2.5,689.99,"{'www.ebay.com//56019', 'www.gosale.com//941'}"
sigma,dp1 merrill,NULL,,,,,,"{'www.henrys.com//0', 'www.shopbot.com.au//1470', 'www.priceme.co.nz//1781', 'www.ebay.com//56325', 'www.wexphotographic.com//195'}"
sigma,dp1x,NULL,14.0,,,2.5,666.92,"{'www.shopmania.in//1601', 'www.buzzillions.com//2229', 'www.ebay.com//55369', 'www.gosale.com//1187'}"
sigma,dp2 merrill,digital slr,46.0,,,3.0,,"{'www.ebay.com//58742', 'www.wexphotographic.com//201', 'www.ebay.com//43233', 'www.shopbot.com.au//1317', 'www.priceme.co.nz//2149', 'www.ebay.com//48256', 'www.henrys.com//144'}"
sigma,dp2 quattro,NULL,29.0,,,,,{'www.wexphotographic.com//153'}
sigma,dp3 merrill,point & shoot,46.0,,,3.0,,"{'www.wexphotographic.com//209', 'www.henrys.com//146', 'www.ebay.com//45183', 'www.ebay.com//55322', 'www.ebay.com//54747', 'www.ebay.com//46447', 'www.ebay.com//53720', 'www.ebay.com//58760'}"
sigma,dslr-sd15,NULL,,,,,,{'www.priceme.co.nz//1774'}
sigma,f 1.4,NULL,,,,,,"{'www.eglobalcentral.co.uk//259', 'www.eglobalcentral.co.uk//688', 'www.eglobalcentral.co.uk//12', 'www.eglobalcentral.co.uk//448', 'www.eglobalcentral.co.uk//35', 'www.eglobalcentral.co.uk//436', 'www.eglobalcentral.co.uk//557', 'www.henrys.com//86', 'www.eglobalcentral.co.uk//594', 'www.eglobalcentral.co.uk//156', 'www.eglobalcentral.co.uk//612', 'www.eglobalcentral.co.uk//251', 'www.eglobalcentral.co.uk//160'}"
sigma,f1.8,NULL,,,,,,"{'www.eglobalcentral.co.uk//494', 'www.eglobalcentral.co.uk//176', 'www.eglobalcentral.co.uk//222'}"
sigma,f 2.8,NULL,,,,,,"{'www.eglobalcentral.co.uk//143', 'www.eglobalcentral.co.uk//701', 'www.eglobalcentral.co.uk//220', 'www.eglobalcentral.co.uk//595', 'www.eglobalcentral.co.uk//365', 'www.eglobalcentral.co.uk//252', 'www.eglobalcentral.co.uk//599', 'www.eglobalcentral.co.uk//400', 'www.eglobalcentral.co.uk//177', 'www.eglobalcentral.co.uk//95', 'www.eglobalcentral.co.uk//22', 'www.eglobalcentral.co.uk//396', 'www.eglobalcentral.co.uk//635', 'www.eglobalcentral.co.uk//517', 'www.eglobalcentral.co.uk//703', 'www.eglobalcentral.co.uk//398', 'www.eglobalcentral.co.uk//574'}"
sigma,f 2.8-4,NULL,,,,,,"{'www.eglobalcentral.co.uk//308', 'www.eglobalcentral.co.uk//168'}"
sigma,f 3.5,NULL,,,,,,"{'www.eglobalcentral.co.uk//444', 'www.eglobalcentral.co.uk//728', 'www.eglobalcentral.co.uk//162', 'www.eglobalcentral.co.uk//236', 'www.eglobalcentral.co.uk//72'}"
sigma,f 3.5-6.3,NULL,,,,,,"{'www.eglobalcentral.co.uk//193', 'www.eglobalcentral.co.uk//620', 'www.eglobalcentral.co.uk//449'}"
sigma,f 4,NULL,,,,,,"{'www.eglobalcentral.co.uk//589', 'www.eglobalcentral.co.uk//346'}"
sigma,f 4-5.6,NULL,,,,,,"{'www.flipkart.com//2239', 'www.eglobalcentral.co.uk//101', 'www.eglobalcentral.co.uk//26', 'www.flipkart.com//2213', 'www.eglobalcentral.co.uk//715', 'www.eglobalcentral.co.uk//23', 'www.eglobalcentral.co.uk//460'}"
sigma,f 4.5-5.6,NULL,,,,,,"{'www.eglobalcentral.co.uk//208', 'www.eglobalcentral.co.uk//20', 'www.eglobalcentral.co.uk//310', 'www.eglobalcentral.co.uk//202', 'www.eglobalcentral.co.uk//265'}"
sigma,f 4.5-6.3,NULL,,,,,,"{'www.eglobalcentral.co.uk//152', 'www.eglobalcentral.co.uk//60', 'www.eglobalcentral.co.uk//459'}"
sigma,f 5-6.3,NULL,,,,,,{'www.eglobalcentral.co.uk//530'}
sigma,sd15,NULL,14.0,,,,,"{'www.pricedekho.com//973', 'www.ebay.com//59466', 'cammarkt.com//503', 'www.shopbot.com.au//1345'}"
sigma,sd1 merrill,NULL,46.0,,,,,"{'www.priceme.co.nz//2052', 'www.priceme.co.nz//2376', 'www.ebay.com//44632', 'www.ebay.com//44781'}"
sony,1.4g,NULL,,,,,,{'www.eglobalcentral.co.uk//415'}
sony,1000tvl,NULL,,,,,27.45,"{'www.alibaba.com//28160', 'www.alibaba.com//29747', 'www.alibaba.com//29153', 'www.alibaba.com//7639'}"
sony,1200tvl,NULL,,,,,42.49,"{'www.alibaba.com//32671', 'www.alibaba.com//36979', 'www.alibaba.com//33741', 'www.alibaba.com//30467', 'www.alibaba.com//30000', 'www.alibaba.com//23830', 'www.alibaba.com//23641'}"
sony,1680d,NULL,,,,,,{'www.alibaba.com//36135'}
sony,300k,mini digital camera,,,,,,{'www.ebay.com//54492'}
sony,420 tvl,NULL,,,,,35.33,"{'www.alibaba.com//23260', 'www.alibaba.com//25985', 'www.alibaba.com//29882', 'www.alibaba.com//28920', 'www.alibaba.com//35715', 'www.alibaba.com//24677'}"
sony,420tvl,NULL,,,,,39.71,"{'www.alibaba.com//7624', 'www.alibaba.com//34886', 'www.alibaba.com//36155', 'www.alibaba.com//23367', 'www.alibaba.com//25406', 'www.alibaba.com//27886', 'www.alibaba.com//25285', 'www.alibaba.com//35069', 'www.alibaba.com//35638', 'www.alibaba.com//34365', 'www.alibaba.com//27959', 'www.alibaba.com//29471', 'www.alibaba.com//23607', 'www.alibaba.com//28883'}"
sony,420tvl-800tvl,NULL,,,,,51.6,{'www.alibaba.com//26885'}
sony,420tvl\600tvl\700tvl,NULL,,,,,,{'www.alibaba.com//24088'}
sony,480tvl,NULL,,,,,26.0,"{'www.alibaba.com//37218', 'www.alibaba.com//25971'}"
sony,520tvl,NULL,,,,,40.0,"{'www.alibaba.com//22556', 'www.alibaba.com//34411', 'www.alibaba.com//22849'}"
sony,540tvl,NULL,,,,,18.0,"{'www.alibaba.com//26041', 'www.alibaba.com//30565', 'www.alibaba.com//29382'}"
sony,550 tvl,NULL,,,,,800.0,{'www.alibaba.com//23599'}
sony,560tvl,NULL,,,,,,"{'www.alibaba.com//36595', 'www.alibaba.com//35006', 'www.alibaba.com//27229', 'www.alibaba.com//36424'}"
sony,nex 5n,mirrorless interchangeable lens,16.1,,,3.0,213.31,"{'www.ebay.com//46422', 'www.ebay.com//59309', 'www.alibaba.com//29801', 'www.ebay.com//54038', 'www.ebay.com//53428', 'www.alibaba.com//34316', 'www.ebay.com//53866', 'www.ebay.com//56324', 'www.ebay.com//44306', 'www.ebay.com//42340', 'www.ebay.com//53210', 'www.ebay.com//53050', 'www.alibaba.com//35539', 'www.ebay.com//43767', 'www.alibaba.com//24789', 'www.ebay.com//42996', 'www.ebay.com//53779', 'www.priceme.co.nz//2023', 'www.alibaba.com//27256', 'www.ebay.com//46970', 'www.ebay.com//59509', 'www.ebay.com//54773', 'www.ebay.com//23894', 'www.ebay.com//45709', 'www.ebay.com//46293', 'www.ebay.com//42023', 'www.ebay.com//54342', 'www.ebay.com//57030', 'www.ebay.com//60670', 'www.ebay.com//46186', 'www.buzzillions.com//1871', 'www.buzzillions.com//2221', 'www.alibaba.com//23390', 'www.ebay.com//24644', 'www.ebay.com//44145', 'www.ebay.com//59118', 'www.alibaba.com//26420', 'www.ebay.com//47335', 'www.ebay.com//44197', 'www.ebay.com//47391', 'www.ebay.com//54548', 'www.ebay.com//43401', 'www.gosale.com//857', 'www.ebay.com//55524', 'www.ebay.com//54349', 'www.ebay.com//45398', 'www.ebay.com//42210'}"
sony,5tl,mirrorless interchangeable lens,16.1,3.0,,3.0,,{'www.ebay.com//59355'}
sony,600d,NULL,,,,,,{'www.alibaba.com//36469'}
sony,600tvl,NULL,,,,,34.0,"{'www.alibaba.com//28678', 'www.alibaba.com//37726', 'www.alibaba.com//24157', 'www.alibaba.com//23819', 'www.alibaba.com//37571', 'www.alibaba.com//6879', 'www.alibaba.com//29510', 'www.alibaba.com//35226', 'www.alibaba.com//25497', 'www.alibaba.com//30122', 'www.alibaba.com//35363', 'www.alibaba.com//28640', 'www.alibaba.com//32861', 'www.alibaba.com//26313', 'www.alibaba.com//24727', 'www.alibaba.com//30242'}"
sony,60m,NULL,,,,,,{'www.alibaba.com//35435'}
sony,650tvl,NULL,,,,,32.53,"{'www.alibaba.com//30323', 'www.alibaba.com//37907', 'www.alibaba.com//28725'}"
sony,700 tvl,NULL,,,,,57.17,"{'www.alibaba.com//28691', 'www.alibaba.com//36441', 'www.alibaba.com//37044', 'www.alibaba.com//25852', 'www.alibaba.com//28966', 'www.alibaba.com//36671', 'www.alibaba.com//28358', 'www.alibaba.com//28359'}"
